OD_ORIGIN_AIRPRT_IATA_CD,OD_DESTNTN_AIRPRT_IATA_CD,AIRPORT_NM,OD_DEP_CITY_METRO_CD,OD_ARVL_CITY_METRO_CD,CITY,CNTRY_CD,STATE_PROVNC_CD
GTE,GTE,Groote Eylandt,GTE,GTE,Groote Eylandt,AU,NT
GTF,GTF,Great Falls International,GTF,GTF,Great Falls,US,MT
GTG,GTG,Grantsburg Municipal,GTG,GTG,Grantsburg,US,WI
GTI,GTI,Guettin,GTI,GTI,Guettin,DE,
GTN,GTN,Glentanner,MON,MON,Mount Cook,NZ,
GTO,GTO,Djalaluddin,GTO,GTO,Gorontalo,ID,
GTP,GTP,Grants Pass,GTP,GTP,Grants Pass,US,OR
GTR,GTR,Golden Triangle Rgnl,UBS,UBS,Columbus,US,MS
GTS,GTS,The Granites,GTS,GTS,The Granites,AU,NT
GTT,GTT,Georgetown,GTT,GTT,Georgetown,AU,QL
GTW,GTW,Holesov,GTW,GTW,Zlin,CZ,
GTY,GTY,Gettysburg Regional,GTY,GTY,Gettysburg,US,PA
GTZ,GTZ,Kirawira B,GTZ,GTZ,Grumeti,TZ,
GUA,GUA,La Aurora Intl,GUA,GUA,Guatemala City,GT,
GUB,GUB,Guerrero Negro,GUB,GUB,Guerrero Negro,MX,
GUC,GUC,Gunnison-Crested Butte,GUC,GUC,Gunnison,US,CO
GUD,GUD,Goundam,GUD,GUD,Goundam,ML,
GUE,GUE,Guriaso,GUE,GUE,Guriaso,PG,
GUF,GUF,Jack Edwards,GUF,GUF,Gulf Shores,US,AL
GUG,GUG,Guari,GUG,GUG,Guari,PG,
GUH,GUH,Gunnedah,GUH,GUH,Gunnedah,AU,
GUI,GUI,Guiria,GUI,GUI,Guiria,VE,
GUJ,GUJ,Guaratingueta,GUJ,GUJ,Guaratingueta,BR,SP
GUL,GUL,Goulburn,GUL,GUL,Goulburn,AU,NS
GUM,GUM,A.B. Won Pat Intl,GUM,GUM,Guam,GU,
GUO,GUO,Guriel,GUO,GUO,Guriel,SO,
GUP,GUP,Gallup Municipal,GUP,GUP,Gallup,US,NM
GUQ,GUQ,Guanare,GUQ,GUQ,Guanare,VE,
GUR,GUR,Gurney,GUR,GUR,Alotau,PG,
GUS,GUS,Grissom ARB,GUS,GUS,Peru,US,IN
GUT,GUT,Guetersloh Airport,GUT,GUT,Guetersloh,DE,
GUU,GUU,Grundarfjordur,GUU,GUU,Grundarfjordur,IS,
GUV,GUV,Mougulu,GUV,GUV,Mougulu,PG,
GUW,GUW,Atyrau,GUW,GUW,Atyrau,KZ,
GUX,GUX,Guna,GUX,GUX,Guna,IN,MP
GUY,GUY,Guymon Municipal,GUY,GUY,Guymon,US,OK
GUZ,GUZ,Guarapari,GUZ,GUZ,Guarapari,BR,ES
GVA,GVA,Geneva International,GVA,GVA,Geneva,CH,
GVE,GVE,Gordonsville Municipal,GVE,GVE,Gordonsville,US,VA
GVI,GVI,Green River,GVI,GVI,Green River,PG,
GVL,GVL,Lee Gilmer Memorial,GVL,GVL,Gainesville,US,GA
GVN,GVN,May-Gatka,GVN,GVN,Sovetskaya Gavan,RU,
GVP,GVP,Greenvale,GVP,GVP,Greenvale,AU,QL
GVR,GVR,A.Machado Oliveira,GVR,GVR,Governador Valadares,BR,MG
GVT,GVT,Majors,GVT,GVT,Greenville,US,TX
GVX,GVX,Sandviken,GVX,GVX,Gavle,SE,
GWA,GWA,Gwa,GWA,GWA,Gwa,MM,
GWD,GWD,Gwadar International,GWD,GWD,Gwadar,PK,
GWE,GWE,Gweru,GWE,GWE,Gweru,ZW,
GWL,GWL,Gwalior,GWL,GWL,Gwalior,IN,MP
GWN,GWN,Gnarowein,GWN,GWN,Gnarowein,PG,
GWO,GWO,Leflore,GWO,GWO,Greenwood,US,MS
GWS,GWS,Glenwood Springs Municipal,GWS,GWS,Glenwood Springs,US,CO
GWT,GWT,Sylt,GWT,GWT,Westerland,DE,
GWV,GWV,Fokker Field,GWV,GWV,Glendale,US,WV
GWY,GWY,Galway,GWY,GWY,Galway,IE,
GXF,GXF,Sayun,GXF,GXF,Sayun,YE,
GXG,GXG,Negage,GXG,GXG,Negage,AO,
GXH,GXH,Gannan Xiahe,GXH,GXH,Xiahe,CN,
GXQ,GXQ,Teniente Vidal,GXQ,GXQ,Coyhaique,CL,
GXX,GXX,Yagoua,GXX,GXX,Yagoua,CM,
GXY,GXY,Weld County,GXY,GXY,Greeley,US,CO
GYA,GYA,Guayaramerin,GYA,GYA,Guayaramerin,BO,
GYB,GYB,Wodgina,GYB,GYB,Wodgina,AU,WA
GYD,GYD,Heydar Aliyev Intl,BAK,BAK,Baku,AZ,
GYE,GYE,Jose Joaquin de Olmedo,GYE,GYE,Guayaquil,EC,
GYG,GYG,Magan,GYG,GYG,Magan,RU,
GYI,GYI,Gisenyi,GYI,GYI,Gisenyi,RW,
GYL,GYL,Argyle,GYL,GYL,Argyle,AU,WA
GYM,GYM,Jose Maria Yanez Intl,GYM,GYM,Guaymas,MX,
GYN,GYN,Santa Genoveva,GYN,GYN,Goiania,BR,GO
GYP,GYP,Gympie,GYP,GYP,Gympie,AU,QL
GYR,GYR,Phoenix Goodyear,GYR,GYR,Goodyear,US,AZ
GYS,GYS,Panlong,GYS,GYS,Guangyuan,CN,
GYU,GYU,Liupanshan,GYU,GYU,Guyuan,CN,
GYZ,GYZ,Mine Site,GYZ,GYZ,Gruyere,AU,WA
GZG,GZG,Gesaer,GZG,GZG,Ganzi,CN,23
GZI,GZI,Ghazni,GZI,GZI,Ghazni,AF,
GZO,GZO,Nusatupe,GZO,GZO,Gizo,SB,
GZP,GZP,Gazipasa Alanya,GZP,GZP,Gazipasa,TR,
GZT,GZT,Oguzeli,GZT,GZT,Gaziantep,TR,
GZW,GZW,Ghazvin,GZW,GZW,Ghazvin,IR,
HAA,HAA,Hasvik,HAA,HAA,Hasvik,NO,
HAB,HAB,Marion Co. Rankin Fite,HAB,HAB,Hamilton,US,AL
HAC,HAC,Hachijojima,HAC,HAC,Hachijojima,JP,
HAD,HAD,Halmstad,HAD,HAD,Halmstad,SE,
HAF,HAF,Half Moon Bay,HAF,HAF,Half Moon Bay,US,CA
HAH,HAH,Prince Said Ibrahim,YVA,YVA,Moroni,KM,
HAI,HAI,Municipal Dr. Haines,HAI,HAI,Three Rivers,US,MI
HAJ,HAJ,Hannover Airport,HAJ,HAJ,Hannover,DE,
HAK,HAK,Meilan Intl,HAK,HAK,Haikou,CN,
HAL,HAL,Halali,HAL,HAL,Halali,NA,
HAM,HAM,Hamburg Airport,HAM,HAM,Hamburg,DE,
HAN,HAN,Noi Bai Intl,HAN,HAN,Hanoi,VN,
HAO,HAO,Butler County Regional,HAO,HAO,Hamilton,US,OH
HAQ,HAQ,Hanimaadhoo Island,HAQ,HAQ,Hanimaadhoo Island,MV,
HAR,HAR,Capital City,HAR,HAR,Harrisburg,US,PA
HAS,HAS,Hail,HAS,HAS,Hail,SA,
HAT,HAT,Heathlands,HAT,HAT,Heathlands,AU,QL
HAU,HAU,Karmoy,HAU,HAU,Haugesund,NO,
HAV,HAV,Jose Marti Intl,HAV,HAV,Havana,CU,
HAW,HAW,Haverfordwest,HAW,HAW,Haverfordwest,GB,
HAY,HAY,Hacaritama,HAY,HAY,Aguachica,CO,
HAZ,HAZ,Hatzfeldthaven,HAZ,HAZ,Hatzfeldthaven,PG,
HBA,HBA,Hobart International,HBA,HBA,Hobart,AU,TS
HBB,HBB,Industrial Airpark,HOB,HOB,Hobbs,US,NM
HBD,HBD,Habi,HBD,HBD,Habi,PG,
HBE,HBE,Borg el Arab,ALY,ALY,Alexandria,EG,
HBG,HBG,Bobby L. Chain Muni,LUL,LUL,Hattiesburg/Laurel,US,MS
HBH,HBH,Entrance Island Sea Plane Base,HBH,HBH,Entrance Island,US,AK
HBK,HBK,Holbrook Municipal,HBK,HBK,Holbrook,US,AZ
HBQ,HBQ,Haibei,HBQ,HBQ,Qilian,CN,
HBR,HBR,Hobart Regional,HBR,HBR,Hobart,US,OK
HBT,HBT,SPB,HRI,HRI,Hambantota,LK,
HBU,HBU,Bulgan (Khovd),HBU,HBU,Bulgan (Khovd),MN,
HBX,HBX,Hubli,HBX,HBX,Hubli,IN,KA
HCA,HCA,McMahon-Wrinkle,HCA,HCA,Big Spring,US,TX
HCC,HCC,Columbia County,HCC,HCC,Hudson,US,NY
HCJ,HCJ,Jin Cheng Jiang,HCJ,HCJ,Hechi,CN,
HCM,HCM,Eil,HCM,HCM,Eil,SO,
HCN,HCN,Hengchun,HCN,HCN,Hengchun,TW,
HCQ,HCQ,Halls Creek,HCQ,HCQ,Halls Creek,AU,WA
HCR,HCR,Holy Cross,HCR,HCR,Holy Cross,US,AK
HCW,HCW,Cheraw Municipal,HCW,HCW,Cheraw,US,SC
HDB,HDB,Heidelberg AAF,HDB,HDB,Heidelberg,DE,
HDD,HDD,Hyderabad,HDD,HDD,Hyderabad,PK,
HDE,HDE,Brewster Field,HDE,HDE,Holdrege,US,NE
HDF,HDF,Heringsdorf,HDF,HDF,Heringsdorf,DE,
HDG,HDG,Handan,HDG,HDG,Handan,CN,
HDH,HDH,Dillingham,HDH,HDH,Mokuleia,US,HI
HDK,HDK,Kulhudhuffushi,HDK,HDK,Kulhudhuffushi,MV,
HDM,HDM,Hamadan,HDM,HDM,Hamadan,IR,
HDN,HDN,Yampa Valley,HDN,HDN,Hayden,US,CO
HDR,HDR,Havadarya,HDR,HDR,Havadarya,IR,
HDS,HDS,Hoedspruit AFB,HDS,HDS,Hoedspruit,ZA,
HDY,HDY,Hat Yai International,HDY,HDY,Hat Yai,TH,
HEA,HEA,Herat,HEA,HEA,Herat,AF,
HEB,HEB,Hinthada,HEB,HEB,Hinthada,MM,
HED,HED,Herendeen Bay,HED,HED,Herendeen Bay,US,AK
HEE,HEE,Thompson-Robbins,HEE,HEE,Helena-West Helena,US,AR
HEH,HEH,Heho,HEH,HEH,Heho,MM,
HEI,HEI,Heide/Buesum,HEI,HEI,Heide/Buesum,DE,
HEK,HEK,Heihe,HEK,HEK,Heihe,CN,
HEL,HEL,Helsinki-Vantaa,HEL,HEL,Helsinki,FI,
HEM,HEM,Helsinki-Malmi,HEL,HEL,Helsinki,FI,
HEO,HEO,Haelogo,HEO,HEO,Haelogo,PG,
HER,HER,Nikos Kazantzakis,HER,HER,Irakleion,GR,
HES,HES,Hermiston Municipal,HES,HES,Hermiston,US,OR
HET,HET,Baita Intl,HET,HET,Hohhot,CN,
HEW,HEW,Hengdian,HEW,HEW,Dongyang,CN,
HEZ,HEZ,Adams County,HEZ,HEZ,Natchez,US,MS
HFA,HFA,Haifa,HFA,HFA,Haifa,IL,
HFD,HFD,Brainard,HFD,HFD,Hartford,US,CT
HFE,HFE,Xinqiao Intl,HFE,HFE,Hefei,CN,
HFF,HFF,Mackall AAF,HFF,HFF,Camp Mackall,US,NC
HFN,HFN,Hofn,HFN,HFN,Hornafjordur,IS,
HFS,HFS,Hagfors,HFS,HFS,Hagfors,SE,
HFT,HFT,Hammerfest,HFT,HFT,Hammerfest,NO,
HGA,HGA,Egal Intl,HGA,HGA,Hargeisa,SO,
HGD,HGD,Hughenden,HGD,HGD,Hughenden,AU,QL
HGE,HGE,Higuerote,HGE,HGE,Higuerote,VE,
HGH,HGH,Xiaoshan Intl,HGH,HGH,Hangzhou,CN,
HGI,HGI,Higlieg,HGI,HGI,Higlieg,SD,
HGL,HGL,Duene,HGL,HGL,Helgoland,DE,
HGN,HGN,Mae Hong Son,HGN,HGN,Mae Hong Son,TH,
HGO,HGO,Korhogo,HGO,HGO,Korhogo,CI,
HGR,HGR,Hagerstown Regional,HGR,HGR,Hagerstown,US,MD
HGS,HGS,Hastings,FNA,FNA,Freetown,SL,
HGU,HGU,Kagamuga,HGU,HGU,Mount Hagen,PG,
HGZ,HGZ,Hog River,HGZ,HGZ,Hogatza,US,AK
HHE,HHE,Hachinohe Air Base,HHE,HHE,Hachinohe,JP,
HHH,HHH,Hilton Head,HHH,HHH,Hilton Head Island,US,SC
HHI,HHI,Wheeler AAF,HHI,HHI,Wahiawa,US,HI
HHN,HHN,Hahn,FRA,FRA,Frankfurt,DE,
HHQ,HHQ,Hua Hin,HHQ,HHQ,Hua Hin,TH,
HHR,HHR,Hawthorne Municipal,HHR,HHR,Hawthorne,US,CA
HHZ,HHZ,Hikueru,HHZ,HHZ,Hikueru,PF,
HIA,HIA,Lianshui,HIA,HIA,Huai'an,CN,
HIB,HIB,Range Regional,HIB,HIB,Hibbing/Chisholm,US,MN
HID,HID,Horn Island,HID,HID,Horn Island,AU,QL
HIE,HIE,Mount Washington Rgnl,HIE,HIE,Whitefield,US,NH
HIF,HIF,Hill AFB,OGD,OGD,Ogden,US,UT
HIG,HIG,Highbury,HIG,HIG,Highbury,AU,QL
HII,HII,Lake Havasu City,HII,HII,Lake Havasu City,US,AZ
HIJ,HIJ,Hiroshima Airport,HIJ,HIJ,Hiroshima,JP,
HIL,HIL,Shilabo,HIL,HIL,Shilabo,ET,
HIM,HIM,Minneriya,HIM,HIM,Hingurakgoda,LK,
HIN,HIN,Sacheon,HIN,HIN,Jinju,KR,
HIO,HIO,Hillsboro,PDX,PDX,Portland,US,OR
HIP,HIP,Headingly,HIP,HIP,Headingly,AU,QL
HIR,HIR,Honiara International,HIR,HIR,Honiara,SB,
HIW,HIW,Hiroshimanishi,HIJ,HIJ,Hiroshima,JP,
HJJ,HJJ,Zhijiang,HJJ,HJJ,Huaihua,CN,
HJR,HJR,Khajuraho,HJR,HJR,Khajuraho,IN,MP
HJT,HJT,Khujirt,HJT,HJT,Khujirt,MN,
HKA,HKA,Blytheville Municipal,BYH,BYH,Blytheville,US,AR
HKB,HKB,Healy Lake,HKB,HKB,Healy Lake,US,AK
HKD,HKD,Hakodate,HKD,HKD,Hakodate,JP,
HKG,HKG,Hong Kong International,HKG,HKG,Hong Kong,HK,
HKK,HKK,Hokitika,HKK,HKK,Hokitika,NZ,
HKN,HKN,Hoskins,HKN,HKN,Hoskins,PG,
HKR,HKR,Mara North,MRE,MRE,Maasai Mara,KE,
HKS,HKS,Hawkins Field,JAN,JAN,Jackson,US,MS
HKT,HKT,Phuket International,HKT,HKT,Phuket,TH,
HKV,HKV,Malevo,HKV,HKV,Haskovo,BG,
HKY,HKY,Hickory Regional,HKY,HKY,Hickory,US,NC
HLA,HLA,Lanseria International,JNB,JNB,Johannesburg,ZA,
HLB,HLB,Batesville,HLB,HLB,Batesville,US,IN
HLC,HLC,Hill City Municipal,HLC,HLC,Hill City,US,KS
HLD,HLD,Dongshan,HLD,HLD,Hailar,CN,
HLE,HLE,Saint Helena,HLE,HLE,Jamestown,SH,
HLF,HLF,Hultsfred/Vimmerby,HLF,HLF,Hultsfred/Vimmerby,SE,
HLG,HLG,Ohio County,HLG,HLG,Wheeling,US,WV
HLH,HLH,Ulanhot,HLH,HLH,Ulanhot,CN,
HLI,HLI,Hollister Municipal,HLI,HLI,Hollister,US,CA
HLL,HLL,Hillside,HLL,HLL,Hillside,AU,WA
HLM,HLM,Park Township,HLM,HLM,Holland,US,MI
HLN,HLN,Helena Regional,HLN,HLN,Helena,US,MT
HLP,HLP,Halim Perdanakusuma,JKT,JKT,Jakarta,ID,
HLR,HLR,Hood AAF,ILE,ILE,Killeen/Fort Hood,US,TX
HLS,HLS,St Helens,HLS,HLS,St Helens,AU,TS
HLT,HLT,Hamilton,HLT,HLT,Hamilton,AU,VI
HLV,HLV,Helenvale,HLV,HLV,Helenvale,AU,QL
HLW,HLW,Hluhluwe,HLW,HLW,Hluhluwe,ZA,
HLZ,HLZ,Hamilton International,HLZ,HLZ,Hamilton,NZ,
HMA,HMA,Khanty-Mansiysk,HMA,HMA,Khanty-Mansiysk,RU,
HMB,HMB,Sohag International,HMB,HMB,Sohag,EG,
HME,HME,Oued Irara,HME,HME,Hassi Messaoud,DZ,
HMG,HMG,Hermannsburg,HMG,HMG,Hermannsburg,AU,NT
HMI,HMI,Hami,HMI,HMI,Hami,CN,
HMJ,HMJ,Khmelnytskyi International,HMJ,HMJ,Khmelnytskyi,UA,
HMN,HMN,Holloman AFB,ALM,ALM,Alamogordo,US,NM
HMO,HMO,I.Pesqueira Garcia,HMO,HMO,Hermosillo,MX,
HMR,HMR,Stafsberg,HMR,HMR,Hamar,NO,
HMT,HMT,Ryan,HMT,HMT,Hemet,US,CA
HMV,HMV,Hemavan/Tarnaby,HMV,HMV,Hemavan/Tarnaby,SE,
HMY,HMY,Seosan,HMY,HMY,Seosan,KR,
HNA,HNA,Hanamaki,HNA,HNA,Hanamaki,JP,
HNB,HNB,Huntingburg,HNB,HNB,Huntingburg,US,IN
HNC,HNC,Billy Mitchell,HNC,HNC,Hatteras,US,NC
HND,HND,Tokyo Intl (Haneda),TYO,TYO,Tokyo,JP,
HNH,HNH,Hoonah,HNH,HNH,Hoonah,US,AK
HNI,HNI,Heiweni,HNI,HNI,Heiweni,PG,
HNL,HNL,Daniel K. Inouye Intl,HNL,HNL,Honolulu,US,HI
HNM,HNM,Hana,HNM,HNM,Hana,US,HI
HNN,HNN,Honinabi,HNN,HNN,Honinabi,PG,
HNS,HNS,Haines,HNS,HNS,Haines,US,AK
HNY,HNY,Bajialing,HNY,HNY,Hengyang,CN,
HOA,HOA,Hola,HOA,HOA,Hola,KE,
HOB,HOB,Lea County Regional,HOB,HOB,Hobbs,US,NM
HOC,HOC,Komako,HOC,HOC,Komako,PG,
HOD,HOD,Hodeidah International,HOD,HOD,Hodeidah,YE,
HOE,HOE,Houeisay,HOE,HOE,Houeisay,LA,
HOF,HOF,Al-Ahsa,HOF,HOF,Hofuf,SA,
HOG,HOG,Frank Pais Intl,HOG,HOG,Holguin,CU,
HOH,HOH,Hohenems/Dornbirn Airport,HOH,HOH,Hohenems/Dornbirn,AT,
HOI,HOI,Hao,HOI,HOI,Hao,PF,
HOK,HOK,Hooker Creek,HOK,HOK,Lajamanu,AU,NT
HOM,HOM,Homer,HOM,HOM,Homer,US,AK
HON,HON,Huron Regional,HON,HON,Huron,US,SD
HOO,HOO,Nhon Co,HOO,HOO,Quang Duc,VN,
HOP,HOP,Campbell AAF,HOP,HOP,Hopkinsville,US,KY
HOQ,HOQ,Plauen,HOQ,HOQ,Hof,DE,
HOR,HOR,Horta,HOR,HOR,Horta,PT,
HOS,HOS,Chos Malal,HOS,HOS,Chos Malal,AR,NE
HOT,HOT,Memorial Field,HOT,HOT,Hot Springs,US,AR
HOU,HOU,William P. Hobby,HOU,HOU,Houston,US,TX
HOV,HOV,Hovden,HOV,HOV,Orsta/Volda,NO,
HOX,HOX,Homalin,HOX,HOX,Homalin,MM,
HOY,HOY,Longhope,HOY,HOY,Hoy,GB,
HPA,HPA,Lifuka,HPA,HPA,Ha'apai,TO,
HPB,HPB,Hooper Bay,HPB,HPB,Hooper Bay,US,AK
HPE,HPE,Hopevale,HPE,HPE,Hopevale,AU,QL
HPG,HPG,Hongping,HPG,HPG,Shennongjia,CN,
HPH,HPH,Cat Bi Intl,HPH,HPH,Haiphong,VN,
HPN,HPN,Westchester County,HPN,HPN,White Plains,US,NY
HPT,HPT,Hampton Municipal,HPT,HPT,Hampton,US,IA
HPV,HPV,Princeville,HPV,HPV,Hanalei,US,HI
HPY,HPY,Baytown,HPY,HPY,Baytown,US,TX
HQM,HQM,Bowerman,HQM,HQM,Hoquiam/Aberdeen,US,WA
HRB,HRB,Taiping Intl,HRB,HRB,Harbin,CN,
HRC,HRC,Sary Su,HRC,HRC,Zhayrem,KZ,
HRE,HRE,R.G. Mugabe Intl,HRE,HRE,Harare,ZW,
HRG,HRG,Hurghada International,HRG,HRG,Hurghada,EG,
HRI,HRI,Mattala Rajapaksa Intl,HRI,HRI,Hambantota,LK,
HRK,HRK,Osnova Intl,HRK,HRK,Kharkiv,UA,
HRL,HRL,Valley International,HRL,HRL,Harlingen,US,TX
HRM,HRM,Tilrempt,HRM,HRM,Hassi R'mel,DZ,
HRO,HRO,Boone County,HRO,HRO,Harrison,US,AR
HRR,HRR,La Herrera,HRR,HRR,La Herrera,CO,
HRS,HRS,Harrismith,HRS,HRS,Harrismith,ZA,
HRT,HRT,Linton-on-Ouse RAF,HRT,HRT,Harrogate,GB,
HRY,HRY,Henbury,HRY,HRY,Henbury,AU,NT
HRZ,HRZ,Walter Bundchen,HRZ,HRZ,Horizontina,BR,RS
HSB,HSB,Raleigh,HSB,HSB,Harrisburg,US,IL
HSC,HSC,Guitou,HSC,HSC,Shaoguan,CN,
HSG,HSG,Saga,HSG,HSG,Saga,JP,
HSH,HSH,Henderson Executive,LAS,LAS,Las Vegas,US,NV
HSI,HSI,Hastings Municipal,HSI,HSI,Hastings,US,NE
HSJ,HSJ,Shangjie,CGO,CGO,Zhengzhou,CN,
HSK,HSK,Pirineos,HSK,HSK,Huesca,ES,
HSL,HSL,Huslia,HSL,HSL,Huslia,US,AK
HSM,HSM,Horsham,HSM,HSM,Horsham,AU,VI
HSP,HSP,Ingalls Field,HSP,HSP,Hot Springs,US,VA
HSS,HSS,Hisar,HSS,HSS,Hisar,IN,HR
HST,HST,ARB,HST,HST,Homestead,US,FL
HSV,HSV,Intl-Carl T.Jones Fld,HSV,HSV,Huntsville,US,AL
HTA,HTA,Kadala,HTA,HTA,Chita,RU,
HTG,HTG,Khatanga,HTG,HTG,Khatanga,RU,
HTH,HTH,Hawthorne Industrial,HTH,HTH,Hawthorne,US,NV
HTI,HTI,Great Barrier Reef,HTI,HTI,Hamilton Island,AU,QL
HTL,HTL,Roscommon County,HTL,HTL,Houghton Lake,US,MI
HTM,HTM,Khatgal,HTM,HTM,Khatgal,MN,
HTN,HTN,Hotan,HTN,HTN,Hotan,CN,
HTO,HTO,East Hampton,HTO,HTO,East Hampton,US,NY
HTR,HTR,Hateruma,HTR,HTR,Hateruma,JP,
HTS,HTS,Tri-State,HTS,HTS,Huntington,US,WV
HTT,HTT,Huatugou,HTT,HTT,Huatugou,CN,
HTU,HTU,Hopetoun,HTU,HTU,Hopetoun,AU,VI
HTV,HTV,Bruce Brothers Rgnl,HTV,HTV,Huntsville,US,TX
HTW,HTW,Lawrence Co. Airpark,HTW,HTW,Chesapeake,US,OH
HTY,HTY,Hatay,HTY,HTY,Hatay,TR,
HTZ,HTZ,Hato Corozal,HTZ,HTZ,Hato Corozal,CO,
HUA,HUA,Redstone AAF,HSV,HSV,Huntsville,US,AL
HUB,HUB,Humbert River,HUB,HUB,Humbert River,AU,NT
HUC,HUC,Humacao,HUC,HUC,Humacao,PR,
HUD,HUD,Humboldt Municipal,HUD,HUD,Humboldt,US,IA
HUE,HUE,Humera,HUE,HUE,Humera,ET,
HUF,HUF,Intl (Hulman Field),HUF,HUF,Terre Haute,US,IN
HUG,HUG,Huehuetenango,HUG,HUG,Huehuetenango,GT,
HUH,HUH,Fare,HUH,HUH,Huahine,PF,
HUI,HUI,Phu Bai Intl,HUI,HUI,Hue,VN,
HUJ,HUJ,Stan Stamper Municipal,HUJ,HUJ,Hugo,US,OK
HUK,HUK,Hukuntsi,HUK,HUK,Hukuntsi,BW,
HUL,HUL,Houlton International,HUL,HUL,Houlton,US,ME
HUM,HUM,Terrebonne,HUM,HUM,Houma,US,LA
HUN,HUN,Hualien,HUN,HUN,Hualien,TW,
HUO,HUO,Huolinhe,HUO,HUO,Huolinguole,CN,
HUQ,HUQ,Hon,HUQ,HUQ,Hon,LY,
HUS,HUS,Hughes,HUS,HUS,Hughes,US,AK
HUT,HUT,Hutchinson Municipal,HUT,HUT,Hutchinson,US,KS
HUU,HUU,David F. Fernandini,HUU,HUU,Huanuco,PE,
HUV,HUV,Hudiksvall,HUV,HUV,Hudiksvall,SE,
HUW,HUW,F.Correa da Cruz,HUW,HUW,Humaita,BR,AM
HUX,HUX,Bahias de Huatulco Int,HUX,HUX,Huatulco,MX,
HUY,HUY,Humberside,HUY,HUY,Humberside,GB,
HVA,HVA,Analalava,HVA,HVA,Analalava,MG,
HVB,HVB,Hervey Bay,HVB,HVB,Hervey Bay,AU,QL
HVD,HVD,Khovd,HVD,HVD,Khovd,MN,
HVE,HVE,Hanksville,HVE,HVE,Hanksville,US,UT
HVG,HVG,Valan,HVG,HVG,Honningsvag,NO,
HVK,HVK,Holmavik,HVK,HVK,Holmavik,IS,
HVN,HVN,Tweed,HVN,HVN,New Haven,US,CT
HVR,HVR,Havre City-County,HVR,HVR,Havre,US,MT
HVS,HVS,Hartsville Regional,HVS,HVS,Hartsville,US,SC
HWA,HWA,Hawabango,HWA,HWA,Hawabango,PG,
HWD,HWD,Executive,HWD,HWD,Hayward,US,CA
HWI,HWI,Hawk Inlet Sea Plane Base,HWI,HWI,Hawk Inlet,US,AK
HWK,HWK,Hawker,HWK,HWK,Hawker,AU,SA
HWN,HWN,Hwange National Park,HWN,HWN,Hwange National Park,ZW,
HWO,HWO,North Perry,HWO,HWO,Hollywood,US,FL
HXD,HXD,Delingha,HXD,HXD,Delingha,CN,
HXX,HXX,Hay,HXX,HXX,Hay,AU,NS
HYA,HYA,Barnstable Municipal,HYA,HYA,Hyannis,US,MA
HYC,HYC,Air Park/Booker,HYC,HYC,High Wycombe,GB,
HYD,HYD,Rajiv Gandhi Int'l,HYD,HYD,Hyderabad,IN,TG
HYF,HYF,Hayfield,HYF,HYF,Hayfield,PG,
HYG,HYG,Hydaburg Sea Plane Base,HYG,HYG,Hydaburg,US,AK
HYL,HYL,Clark Bay SPB,HYL,HYL,Hollis,US,AK
HYR,HYR,Sawyer County,HYR,HYR,Hayward,US,WI
HYS,HYS,Hays Regional,HYS,HYS,Hays,US,KS
HYV,HYV,Hyvinkaa,HYV,HYV,Hyvinkaa,FI,
HZB,HZB,Merville-Colonne,HZB,HZB,Hazebrouck,FR,
HZG,HZG,Chenggu,HZG,HZG,Hanzhong,CN,
HZH,HZH,Liping,HZH,HZH,Liping,CN,
HZK,HZK,Husavik,HZK,HZK,Husavik,IS,
HZL,HZL,Hazleton Regional,HZL,HZL,Hazleton,US,PA
HZV,HZV,Hazyview,HZV,HZV,Hazyview,ZA,
IAA,IAA,Igarka,IAA,IAA,Igarka,RU,
IAB,IAB,McConnell AFB,ICT,ICT,Wichita,US,KS
IAD,IAD,Dulles Intl,WAS,WAS,Washington,US,DC
IAG,IAG,Niagara Falls International,IAG,IAG,Niagara Falls,US,NY
IAH,IAH,George Bush Intercont.,HOU,HOU,Houston,US,TX
IAM,IAM,Zarzaitine,IAM,IAM,In Amenas,DZ,
IAN,IAN,Bob Baker Memorial,IAN,IAN,Kiana,US,AK
IAO,IAO,Sayak,IAO,IAO,Del Carmen (Siargao),PH,
IAQ,IAQ,Bahregan,IAQ,IAQ,Bahregan,IR,
IAR,IAR,Tunoshna,IAR,IAR,Yaroslavl,RU,
IAS,IAS,Iasi,IAS,IAS,Iasi,RO,
IAU,IAU,Iaura,IAU,IAU,Iaura,PG,
IBA,IBA,Ibadan,IBA,IBA,Ibadan,NG,
IBB,IBB,General Villamil,IBB,IBB,Isabela Island,EC,
IBE,IBE,Perales,IBE,IBE,Ibague,CO,
IBI,IBI,Iboki,IBI,IBI,Iboki,PG,
IBL,IBL,Indigo Bay Lodge,IBL,IBL,Indigo Bay Lodge,MZ,
IBO,IBO,Ibo,IBO,IBO,Ibo,MZ,
IBP,IBP,Iberia,IBP,IBP,Iberia,PE,
IBR,IBR,Ibaraki,IBR,IBR,Ibaraki,JP,
IBZ,IBZ,Ibiza,IBZ,IBZ,Ibiza,ES,
ICA,ICA,Icabaru,ICA,ICA,Icabaru,VE,
ICC,ICC,A.M. Salazar Marcano,ICC,ICC,Isla de Coche,VE,
ICI,ICI,Cicia Island,ICI,ICI,Cicia Island,FJ,
ICK,ICK,Majoor Henry Fernandes,ICK,ICK,Nieuw Nickerie,SR,
